x,y,text,clusterid
-0.034743178931072115,0.16126848497079893,151967,2
-0.0363926244856151,0.02518561245129748,94514,0
0.14151897601271374,0.021492711944156872,95792,4
-0.07873862572445604,-0.10819073113696774,103098,3
0.00884556580013019,0.050361306969656544,97304,2
0.04685380068671237,-0.017522634849942216,153529,1
-0.04852126112449635,-0.03471275300925593,127256,3
-0.027617380136002956,-0.034278206920186204,125147,3
0.0355393337527861,0.03260689460003151,142454,1
0.0481964735881619,0.09652366734796007,136400,2
0.033114604579373944,0.039577155240027445,135823,1
0.03431743938142368,-0.03996701067028359,122519,1
0.024538650983294816,-0.07451677710127905,125222,3
-0.023966495708882284,-0.07352943945136992,109030,3
0.020949369460186766,0.006203592970924896,155083,1
-0.038713200443391195,0.008002216415927962,138946,0
-0.0365534321720023,-0.018668498343083248,94312,0
-0.05581290160577032,0.05108859269832605,140240,0
-0.05322104527710979,0.04183524304664905,149590,0
-0.020328500638221555,-0.038140889334235595,144661,3
-0.05697218940090085,-0.03757907478444718,171288,3
0.031190756906523617,0.08724089038378927,153614,2
-0.06625520616846373,0.006181999421329967,144021,0
-0.02096559267912312,0.18580882133202004,155086,2
0.07662217062456532,-0.012413033009223438,97478,1
0.14223548025873162,-0.044724834907275114,102239,4
0.08001137046255985,0.007131111633801228,141284,1
-0.0397250786259169,0.008075457679646594,138910,0
0.11369335418306968,0.029903755812381017,108442,4
-0.04127127511553358,0.03911399808381727,143808,0
-0.042510460482548335,0.02584724768066296,138399,0
-0.052697951719634276,-0.12926706600168222,368713,3
0.011925318313716071,-0.002393865000206897,137559,1
-0.05522764044659642,0.020384366994687594,168997,0
0.039752674527432426,0.02970140319177563,142716,1
-0.01548596642864622,0.058003101280743145,155550,2
-0.09791052545208558,-0.042792267469310884,117070,3
0.006997857110527222,0.014007806796299262,153209,1
-0.036138082444517564,0.029807336775363895,143809,0
-0.08191272744009828,-0.10965269839925504,163841,3
-0.03087602046568156,-0.06647873545163085,169963,3
0.03343242485886425,-0.07929316897517552,95213,3
-0.024786530711805407,-0.03824770466554837,159089,3
0.03484947163881929,0.06238029889821501,99762,2
-0.011146521947998042,-0.05235565922280531,100087,3
0.02658590086727227,0.09348120590451879,154579,2
0.13574553360904743,-0.05422389578027717,133330,4
0.03291333570071103,0.0840294786909156,166312,2
-0.03985845437867762,0.026153729995650108,141051,0
-0.012898327812244426,-0.025889135646360122,125199,3
-0.04260456968593054,-0.06545541690200807,142693,3
-0.0698955517207291,-0.12265553364965266,124358,3
-0.029339905061744553,-0.0009477720541450334,129504,0
-0.05674853961992375,-0.02803158033017056,153764,3
0.05773171750171403,0.012975876660901279,125333,1
-0.017256044986982317,-0.04565408311858168,137153,3
0.04928149448975531,-0.010464741427540778,105301,1
0.015292917385215855,0.08946413993755337,103256,2
0.1651222319555518,-0.05247534285748849,102118,4
0.0077454980630497425,0.07925628318057866,95418,2
0.05063704878623953,0.0040880500844372334,99073,1
-0.07642596171171481,-0.12254572184217356,113387,3
-0.011164770607913767,0.0142028006659501,155588,0
0.1361152412996777,-0.050330088072066514,95771,4
0.020299140535877974,0.08754299983034247,95130,2
0.021660022800939687,0.041880459461177515,155054,1
0.05141570695636902,0.04046613169341592,128303,1
-0.048870900475247676,0.027921941208433543,150419,0
-0.07763971345928407,-0.08911506759088583,132423,3
-0.020661923057910994,-0.025105538189995263,151531,3
0.04129862670757918,-0.08622717232815966,121923,3
-0.004553853463408476,0.08432977201476262,149395,2
0.07001889905271175,0.05306056261753321,105096,1
-0.045036652825903856,-0.06941204079217342,121411,3
0.08365517213729654,-0.0786104686184529,166678,4
-0.03791101755302795,-0.017081426164306433,117503,0
0.1753168987672266,-0.052377782392407424,116075,4
0.050536872945675645,-0.019685586267777704,134848,1
-0.05542586883417656,0.04538785012278414,149612,0
0.01782397687601541,0.07136536391329049,135153,2
-0.011225538596950751,0.09020929920123645,133111,2
-0.020780031637777988,-0.035691176928223385,119765,3
0.003982749027335658,-0.040688035825838575,155381,3
-0.01737534468490542,-0.08405883755065137,120804,3
-0.03150274296992198,-0.016069019725178428,139955,0
0.07536808506566053,0.009550017861725085,96453,1
-0.027290561843484468,-0.08511934805920493,131965,3
-0.06699588073778265,0.04045506815941142,439496,0
0.13842930714814994,-0.051371652205197994,107866,4
0.04879408333651224,-0.03083066026142532,100118,1
0.025153017876453947,-0.003198543590046842,148823,1
-0.013148237310934143,0.09955838781822046,137564,2
-0.03994522045295727,-0.055941607521482806,153720,3
-0.06626598475016911,0.14506373388074778,133419,2
-0.05612981953683993,0.03698295735785875,448040,0
-0.022505939973418026,-0.06752983131053339,103555,3
-0.01821380589958404,-0.06671873082092686,125236,3
-0.03626876358828932,0.04707991962299624,103607,0
-0.054939963968588655,0.048462745780845286,94450,0
-0.058413816229365936,0.019770008062680942,148968,0
0.0013574978682490252,-0.07695642960690637,157139,3
-0.027405628811993526,-0.010591864558060096,129520,0
-0.009944939292951515,0.04658914468433199,146391,0
-0.04109280519753148,0.029312752626412596,153776,0
-0.04425281178583561,-0.07012282138740847,124288,3
0.04726011086748104,0.0038650517777675526,103517,1
0.12243341093716409,-0.0364803243314514,100897,4
-0.025327335901480938,-0.037675261547036876,138926,3
0.03107188250515718,-0.04073397509372794,159039,1
0.047535709212322204,0.0916488653491547,96735,2
-0.011802740531245288,-0.09715006386340352,119748,3
0.04077235744222806,0.015377210714942389,124121,1
-0.032170982301967285,0.041653633750012284,135964,0
0.16708537138552257,-0.06967867275856802,98558,4
-0.011649035981254503,0.09866454758366172,137929,2
0.031033623453336396,0.10826264958253859,94657,2
-0.038034341432163735,-0.03345434692952551,168420,3
-0.021712026933644126,-0.06895499919779997,150920,3
-0.03878735265479862,0.015915624111571193,145445,0
-0.07158430007047599,0.13003669767222134,125342,2
-0.004206206147912172,-0.06376203171640381,123411,3
0.1291384780653258,-0.038977449998365124,108051,4
0.014355156118893974,-0.01794096942120866,144793,1
-0.05578582733569409,0.04579252202146151,161013,0
0.08706094574458109,-0.003624248750495253,161004,1
0.053314651675796375,-0.07374063877700038,122286,1
-0.012932496374230166,-0.05268232254937238,97345,3
0.1777735322291772,0.0064302938002308505,98446,4
-0.03442890903708702,-0.006179374911902665,140631,0
-0.06148774498389459,0.0024599088475178404,169308,0
0.0550554601307318,-0.09033575513679855,136790,3
0.008618890270849831,0.00022140223913107447,399692,1
0.045967267998009896,-0.012538821532080129,126692,1
-0.04420701400330074,0.0018354461968852485,161540,0
-0.037072081923234156,-0.011028622695794615,138244,0
-0.03961472683280249,-0.03743850608705729,148499,3
0.16963049780304676,-0.04975020636428465,130781,4
0.03462669989796282,-0.022996540356300926,146114,1
-0.03854848501567081,0.00802451410656162,138931,0
-0.11110914908614268,0.06693205191718847,112470,0
0.13713994484766387,0.040364343241213546,99345,4
-0.022368229357141643,-0.041674105161422795,164707,3
-0.04203008055818727,0.044625220008533736,154700,0
-0.06370011295434802,0.03989969478291501,127807,0
0.01305139808303577,-0.06933978391006802,173113,3
-0.03381859299136082,-0.005842681994421215,140519,0
0.080881997916025,-0.008498298344403028,96778,1
0.007975765309100286,-0.012493876345484796,130365,1
-0.006100127687342887,0.04119586350088315,164437,0
-0.03717258818012588,-0.03627001652181319,112310,3
-0.0018270658990387826,0.020754396867281935,125205,0
-0.03224324455011157,0.03143852209347202,105909,0
-0.02098095594702123,0.04079505380251026,162748,0
0.011916972602217737,-0.009163998055166994,399623,1
-0.04700198985997767,0.06511732748374786,94027,0
-0.00554831129265651,0.1524971409305031,133729,2
-0.03527988487935457,-0.06719011726201433,125944,3
-0.05333560153424119,0.016372046732958598,172247,0
-0.007938876750180852,0.10277212602974471,94782,2
-0.057032056992951954,-0.08905602255368884,126238,3
-0.03681529719093203,-0.09829917062163102,108380,3
-0.050707677309258084,0.011672561892242063,136378,0
-0.030980887401163944,0.03215766806196689,171450,0
-0.020228620146761554,0.03578551128136321,106870,0
-0.03129407200789491,0.02795660672258884,127660,0
-0.027138690695224846,0.021991276500152476,148865,0
-0.020884452201837888,-0.06665350252749452,95486,3
0.05766102950097629,-0.022679959626036434,99052,1
-0.020924965329734792,-0.049617435736944535,141054,3
0.03356743745700355,0.003253976916023175,171262,1
-0.037425317665384594,0.057514945119066144,146976,0
0.009951876276484334,-0.0071529624785259755,164449,1
-0.026124850554037966,-0.03843607438835668,159770,3
0.14601251355540906,-0.062242933770600604,115521,4
-0.03392337279522128,-0.006189906021729936,140651,0
-0.029151911611315185,-0.0002452657927584732,129778,0
0.014574526305906017,0.09050948009722236,168751,2
-0.028213261437134988,0.008796360409135763,94716,0
-0.020690099914352167,-0.0236734146512282,165404,3
0.1045526943266617,0.05217970006201842,154395,1
0.04925461694162777,0.10424059866882227,115709,2
-0.04196066975136059,-0.057263864939947,169317,3
-0.03729053134244123,-0.07047250123537238,145680,3
0.05202842263163561,0.035624056237852406,98653,1
-0.0654791066172259,-0.0010117675291385845,113324,0
-0.014928756714509975,-0.04341625054430305,147087,3
0.0630745784756315,0.051287216546299946,114698,1
-0.029938632812291054,-0.01152065377516689,106641,0
-0.08262492469444094,-0.08191251980476603,100584,3
-0.018637206731014575,0.0010827275287535432,130051,0
-0.01315026451962711,0.035535231109912996,156757,0
-0.058796444063603244,0.06796694473778485,158644,0
0.0072267859879136575,0.06902592351996316,154206,2
-0.036139541276576606,-0.03405995653792777,123275,3
-0.07642596171171481,-0.12254572184217356,113385,3
-0.04947680720461373,-0.07544871651870134,108351,3
-0.0692717694612567,0.0008213928092011956,166563,0
-0.05797442073975637,-0.030088465089933465,121432,3
-0.019139224317331335,-0.03011981192052717,146031,3
-0.0190606358800191,0.03920132797099896,152022,0
-0.002030323341349327,0.1059329237771105,146198,2
-0.03012457686809167,-0.08935058126873784,167977,3
0.03680217841723964,-0.008534395895573739,167878,1
0.17271491808441378,-0.048726920329629414,99348,4
0.14624100815483884,0.06628044245680742,148007,4
-0.04030176995190198,0.07454862795503335,172388,2
0.0498405877899824,0.15140702980776713,166843,2
-0.054197848839511294,-0.02704272567502835,163562,3
-0.04076763600572225,-0.030757982466788014,169944,3
0.004940625976180943,0.024749801953967872,170768,1
0.05457178569485376,-0.007066640972314488,99094,1
-0.04417101283161659,0.04196238872506425,112879,0
-0.04000803422385131,-0.06331134562127677,112110,3
0.01173148694477605,0.030979253056433665,137267,1
-0.009351566270194518,-0.03799799124677959,125611,3
-0.045595870795173056,0.050100767874104946,140188,0
-0.03050777840701568,0.06573283451123485,161426,2
-0.042946237260519556,-0.08323753934989365,123902,3
-0.03861211747220508,-0.017987029435369596,128500,0
-0.016085463924308752,-0.057995106722859006,149026,3
0.01471070564160441,0.013235109950383652,155591,1
0.04494257428364313,0.042098049533404194,99854,1
0.012635352689209803,-0.03006915384385152,144586,1
0.0034209165649120568,-0.07182177899821236,135614,3
0.014683998866843071,0.027957875431374492,154800,1
-0.03759447758469692,0.006418822154034141,121184,0
-0.03031412318397403,-0.023363638640577215,133296,3
-0.04302984776053925,-0.029178613889221994,96325,3
-0.08603882847677348,-0.02715329609251491,103926,0
-0.02089279137870575,0.02540050160743849,151374,0
-0.0224033444022094,0.10057372857888701,314460,2
-0.04478826497866732,-0.015534502622404238,140148,0
-0.0005427651245773021,0.0906181470877405,147073,2
-0.04565374138366361,0.03373385322288059,140669,0
-0.024822762039024757,0.07460959262503528,142346,2
-0.0019554667877260986,0.0007613745348982531,117897,1
-0.020608985388998382,-0.044221903243959165,140460,3
0.03535023252121979,-0.006962515326686615,99085,1
0.12200135679301483,0.023345107200005547,114652,4
0.021319533296210925,0.0822250657182339,125899,2
-0.033985664672417135,-0.006185497761136581,140914,0
-0.03245979757234837,-0.004525449363944553,163448,0
0.013639028016196013,0.07448295512069215,138468,2
0.0038376060183595304,0.02211663626108819,399811,1
0.053555390577347074,0.13657089606660586,160029,2
-0.005586901742150694,0.0051675150534190965,97030,0
-0.055912780695603785,-0.01381828635420673,144189,0
-0.018527626629733996,-0.06577288791012004,129424,3
0.13555551610228017,0.059057288736848484,122849,4
-0.052872684405536274,0.02886454394303115,122524,0
-0.09530948840489296,0.011897247101553255,101978,0
-0.014826960551906047,0.012000196431725877,96206,0
-0.07870679781588535,-0.1366866999809999,117069,3
-0.021369937940376085,-0.048493140315220326,140990,3
0.012919445434454458,0.00394763386789253,95952,1
-0.034496932915185095,-0.011266721043672278,138099,0
0.04289874940603952,-0.009430057206042428,123949,1
-0.020648119745585246,-0.049762844142840046,141040,3
0.0038915356544547146,0.09323241972883671,140461,2
-0.03791244135869894,0.012521355859247737,140567,0
0.15475721066677248,-0.06367597201639105,115799,4
-0.06540476945688369,0.11937862516193325,161865,2
0.0016132620054513664,-0.05113835273863515,96726,3
-0.0013574583936468378,0.06085352357919957,162433,2
-0.039289540856669414,-0.10435902994845253,136187,3
0.16084768359157983,-0.06407379831796953,99475,4
0.006265818412198725,0.0876928062880116,170281,2
-0.023801041582312523,0.10572241879619745,314499,2
-0.044889715214683684,-0.0751382926607062,121493,3
-0.007097037606100941,-0.06035428115493485,129485,3
0.1285940758679197,0.0035623543957447406,95716,4
0.05521015468643739,-0.06354471811743774,131014,1
-0.025692488776220494,-0.01884207246088846,95183,0
-0.02990679368640384,0.12020517864778134,146956,2
0.14735467427639765,-0.007045831922760414,98541,4
-0.054462681690383305,0.026321242125555103,145422,0
-0.04805892832876952,0.0394813276687235,152258,0
-0.08464392442254168,-0.02647853937387317,368728,0
-0.01742941081225422,-0.07854552978163869,125799,3
0.16787552808243567,-0.08235503761473284,98600,4
0.025802577828611718,-0.013936122178416272,97307,1
0.0552802055991117,0.03256786758187845,119274,1
-0.029146525395206062,-0.03150179085726913,160290,3
-0.047517565566185964,0.026776242304020814,148864,0
0.04704994805489948,0.0013046078333210493,146206,1
-0.002360998742717074,-0.05464779600613875,104240,3
0.05581146019741578,-0.03682829684082493,105259,1
